0079,slowpoke,water,psychic
0079,slowpoke,psychic,
0080,slowbro,water,psychic
0080,slowbro,water,psychic
0080,slowbro,poison,psychic
0081,magnemite,electric,steel
0082,magneton,electric,steel
0083,farfetchd,normal,flying
0083,farfetchd,fighting,
0084,doduo,normal,flying
0085,dodrio,normal,flying
0086,seel,water,
0087,dewgong,water,ice
0088,grimer,poison,
0088,grimer,poison,dark
0089,muk,poison,
0089,muk,poison,dark
0090,shellder,water,
0091,cloyster,water,ice
0092,gastly,ghost,poison
0093,haunter,ghost,poison
0094,gengar,ghost,poison
0094,gengar,ghost,poison
0095,onix,rock,ground
0096,drowzee,psychic,
0097,hypno,psychic,
0098,krabby,water,
0099,kingler,water,
0100,voltorb,electric,
0100,voltorb,electric,grass
0101,electrode,electric,
0101,electrode,electric,grass
0102,exeggcute,grass,psychic
0103,exeggutor,grass,psychic
0103,exeggutor,grass,dragon
0104,cubone,ground,
0105,marowak,ground,
0105,marowak,fire,ghost
0106,hitmonlee,fighting,
0107,hitmonchan,fighting,
0108,lickitung,normal,
0109,koffing,poison,
0110,weezing,poison,
0110,weezing,poison,fairy
0111,rhyhorn,ground,rock
0112,rhydon,ground,rock
0113,chansey,normal,
0114,tangela,grass,
0115,kangaskhan,normal,
0115,kangaskhan,normal,
0116,horsea,water,
0117,seadra,water,
0118,goldeen,water,
0119,seaking,water,
0120,staryu,water,
0121,starmie,water,psychic
0122,mr,psychic,fairy
0122,mr,ice,psychic
0123,scyther,bug,flying
0124,jynx,ice,psychic
0125,electabuzz,electric,
0126,magmar,fire,
0127,pinsir,bug,
0127,pinsir,bug,flying
0128,tauros,normal,
0128,tauros,fighting,
0128,tauros,fighting,fire
0128,tauros,fighting,water
0129,magikarp,water,
0130,gyarados,water,flying
0130,gyarados,water,dark
0131,lapras,water,ice
0132,ditto,normal,
0133,eevee,normal,
0133,eevee,normal,
0134,vaporeon,water,
0135,jolteon,electric,
0136,flareon,fire,
0137,porygon,normal,
0138,omanyte,rock,water
0139,omastar,rock,water
0140,kabuto,rock,water
0141,kabutops,rock,water
0142,aerodactyl,rock,flying
0142,aerodactyl,rock,flying
0143,snorlax,normal,
0144,articuno,ice,flying
0144,articuno,psychic,flying
0145,zapdos,electric,flying
0145,zapdos,fighting,flying
0146,moltres,fire,flying
0146,moltres,dark,flying
0147,dratini,dragon,
0148,dragonair,dragon,
0149,dragonite,dragon,flying
0150,mewtwo,psychic,
0150,mewtwo,psychic,fighting
0150,mewtwo,psychic,
0151,mew,psychic,
0152,chikorita,grass,
0153,bayleef,grass,
0154,meganium,grass,
0155,cyndaquil,fire,
0156,quilava,fire,
0157,typhlosion,fire,
0157,typhlosion,fire,ghost
0158,totodile,water,
0159,croconaw,water,
0160,feraligatr,water,
0161,sentret,normal,
0162,furret,normal,
0163,hoothoot,normal,flying
0164,noctowl,normal,flying
0165,ledyba,bug,flying
0166,ledian,bug,flying
0167,spinarak,bug,poison
0168,ariados,bug,poison
0169,crobat,poison,flying
0170,chinchou,water,electric
0171,lanturn,water,electric
0172,pichu,electric,
0173,cleffa,fairy,
0174,igglybuff,normal,fairy
0175,togepi,fairy,
0176,togetic,fairy,flying
0177,natu,psychic,flying
0178,xatu,psychic,flying
0179,mareep,electric,
0180,flaaffy,electric,
0181,ampharos,electric,
0181,ampharos,electric,dragon
0182,bellossom,grass,
0183,marill,water,fairy
0184,azumarill,water,fairy
0185,sudowoodo,rock,
0186,politoed,water,
0187,hoppip,grass,flying
0188,skiploom,grass,flying
0189,jumpluff,grass,flying
0190,aipom,normal,
0191,sunkern,grass,
0192,sunflora,grass,
0193,yanma,bug,flying
0194,wooper,water,ground
0194,wooper,poison,ground
0195,quagsire,water,ground
0196,espeon,psychic,
0197,umbreon,dark,
0198,murkrow,dark,flying
0199,slowking,water,psychic
0199,slowking,poison,psychic
0200,misdreavus,ghost,
0201,unown,psychic,
0202,wobbuffet,psychic,
0203,girafarig,normal,psychic
0204,pineco,bug,
0205,forretress,bug,steel
0206,dunsparce,normal,
0207,gligar,ground,flying
0208,steelix,steel,ground
0208,steelix,steel,ground
0209,snubbull,fairy,
0210,granbull,fairy,
0211,qwilfish,water,poison
0211,qwilfish,dark,poison
0212,scizor,bug,steel
0212,scizor,bug,steel
0213,shuckle,bug,rock
0214,heracross,bug,fighting
0214,heracross,bug,fighting
0215,sneasel,dark,ice
0215,sneasel,fighting,poison
0216,teddiursa,normal,
0217,ursaring,normal,
0218,slugma,fire,
0219,magcargo,fire,rock
0220,swinub,ice,ground
0221,piloswine,ice,ground
0222,corsola,water,rock
0222,corsola,ghost,
0223,remoraid,water,
0224,octillery,water,
0225,delibird,ice,flying
0226,mantine,water,flying
0227,skarmory,steel,flying
0228,houndour,dark,fire
0229,houndoom,dark,fire
0229,houndoom,dark,fire
0230,kingdra,water,dragon
0231,phanpy,ground,
0232,donphan,ground,
0233,porygon2,normal,
0234,stantler,normal,
0235,smeargle,normal,
0236,tyrogue,fighting,
0237,hitmontop,fighting,
0238,smoochum,ice,psychic
0239,elekid,electric,
0240,magby,fire,
0241,miltank,normal,
0242,blissey,normal,
0243,raikou,electric,
0244,entei,fire,
0245,suicune,water,
0246,larvitar,rock,ground
0247,pupitar,rock,ground
0248,tyranitar,rock,dark
0248,tyranitar,rock,dark
0249,lugia,psychic,flying
0250,ho,fire,flying
0251,celebi,psychic,grass
0252,treecko,grass,
0253,grovyle,grass,
0254,sceptile,grass,
0254,sceptile,grass,dragon
0255,torchic,fire,
0256,combusken,fire,fighting
0257,blaziken,fire,fighting
0257,blaziken,fire,fighting
0258,mudkip,water,
0259,marshtomp,water,ground
0260,swampert,water,ground
0260,swampert,water,ground
0261,poochyena,dark,
0262,mightyena,dark,
0263,zigzagoon,normal,
0263,zigzagoon,dark,normal
0264,linoone,normal,
0264,linoone,dark,normal
0265,wurmple,bug,
0266,silcoon,bug,
0267,beautifly,bug,flying
0268,cascoon,bug,
0269,dustox,bug,poison
0270,lotad,water,grass
0271,lombre,water,grass
0272,ludicolo,water,grass
0273,seedot,grass,
0274,nuzleaf,grass,dark
0275,shiftry,grass,dark
0276,taillow,normal,flying
0277,swellow,normal,flying
0278,wingull,water,flying
0279,pelipper,water,flying
0280,ralts,psychic,fairy
0281,kirlia,psychic,fairy
0282,gardevoir,psychic,fairy
0282,gardevoir,psychic,fairy
0283,surskit,bug,water
0284,masquerain,bug,flying
0285,shroomish,grass,
0286,breloom,grass,fighting
0287,slakoth,normal,
0288,vigoroth,normal,
0289,slaking,normal,
0290,nincada,bug,ground
0291,ninjask,bug,flying
0292,shedinja,bug,ghost
0293,whismur,normal,
0294,loudred,normal,
0295,exploud,normal,
0296,makuhita,fighting,
0297,hariyama,fighting,
0298,azurill,normal,fairy
0299,nosepass,rock,
0300,skitty,normal,
0301,delcatty,normal,
0302,sableye,dark,ghost
0302,sableye,dark,ghost
0303,mawile,steel,fairy
0303,mawile,steel,fairy
0304,aron,steel,rock
0305,lairon,steel,rock
0306,aggron,steel,rock
0306,aggron,steel,
0307,meditite,fighting,psychic
0308,medicham,fighting,psychic
0308,medicham,fighting,psychic
0309,electrike,electric,
0310,manectric,electric,
0310,manectric,electric,
0311,plusle,electric,
0312,minun,electric,
0313,volbeat,bug,
0314,illumise,bug,
0315,roselia,grass,poison
0316,gulpin,poison,
0317,swalot,poison,
0318,carvanha,water,dark
0319,sharpedo,water,dark
0319,sharpedo,water,dark
0320,wailmer,water,
0321,wailord,water,
0322,numel,fire,ground
0323,camerupt,fire,ground
0323,camerupt,fire,ground
0324,torkoal,fire,
0325,spoink,psychic,
0326,grumpig,psychic,
0327,spinda,normal,
0328,trapinch,ground,
0329,vibrava,ground,dragon
0330,flygon,ground,dragon
0331,cacnea,grass,
0332,cacturne,grass,dark
0333,swablu,normal,flying
0334,altaria,dragon,flying
0334,altaria,dragon,fairy
0335,zangoose,normal,
0336,seviper,poison,
0337,lunatone,rock,psychic
0338,solrock,rock,psychic
0339,barboach,water,ground
0340,whiscash,water,ground
0341,corphish,water,
0342,crawdaunt,water,dark
0343,baltoy,ground,psychic
0344,claydol,ground,psychic
0345,lileep,rock,grass
0346,cradily,rock,grass
0347,anorith,rock,bug
0348,armaldo,rock,bug
0349,feebas,water,
0350,milotic,water,
0351,castform,normal,
0351,castform,fire,
0351,castform,water,
0351,castform,ice,
0352,kecleon,normal,
0353,shuppet,ghost,
0354,banette,ghost,
0354,banette,ghost,
0355,duskull,ghost,
0356,dusclops,ghost,
0357,tropius,grass,flying
0358,chimecho,psychic,
0359,absol,dark,
0359,absol,dark,
0360,wynaut,psychic,
0361,snorunt,ice,
0362,glalie,ice,
0362,glalie,ice,
0363,spheal,ice,water
0364,sealeo,ice,water
0365,walrein,ice,water
0366,clamperl,water,
0367,huntail,water,
0368,gorebyss,water,
0369,relicanth,water,rock
0370,luvdisc,water,
0371,bagon,dragon,
0372,shelgon,dragon,
0373,salamence,dragon,flying
0373,salamence,dragon,flying
0374,beldum,steel,psychic
0375,metang,steel,psychic
0376,metagross,steel,psychic
0376,metagross,steel,psychic
0377,regirock,rock,
0378,regice,ice,
0379,registeel,steel,
0380,latias,dragon,psychic
0380,latias,dragon,psychic
0381,latios,dragon,psychic
0381,latios,dragon,psychic
0382,kyogre,water,
0382,kyogre,water,
0383,groudon,ground,
0383,groudon,ground,fire
0384,rayquaza,dragon,flying
0384,rayquaza,dragon,flying
0385,jirachi,steel,psychic
0386,deoxys,psychic,
0386,deoxys,psychic,
0386,deoxys,psychic,
0386,deoxys,psychic,
0387,turtwig,grass,
0388,grotle,grass,
0389,torterra,grass,ground
0390,chimchar,fire,
0391,monferno,fire,fighting
0392,infernape,fire,fighting
0393,piplup,water,
0394,prinplup,water,
0395,empoleon,water,steel
0396,starly,normal,flying
0397,staravia,normal,flying
0398,staraptor,normal,flying
0399,bidoof,normal,
0400,bibarel,normal,water
0401,kricketot,bug,
0402,kricketune,bug,
0403,shinx,electric,
0404,luxio,electric,
0405,luxray,electric,
0406,budew,grass,poison
0407,roserade,grass,poison
0408,cranidos,rock,
0409,rampardos,rock,
0410,shieldon,rock,steel
0411,bastiodon,rock,steel
0412,burmy,bug,
0412,burmy,bug,
0412,burmy,bug,
0413,wormadam,bug,grass
0413,wormadam,bug,ground
0413,wormadam,bug,steel
0414,mothim,bug,flying
0415,combee,bug,flying
0416,vespiquen,bug,flying
0417,pachirisu,electric,
0418,buizel,water,
0419,floatzel,water,
0420,cherubi,grass,
0421,cherrim,grass,
0422,shellos,water,
0423,gastrodon,water,ground
0424,ambipom,normal,
0425,drifloon,ghost,flying
0426,drifblim,ghost,flying
0427,buneary,normal,
0428,lopunny,normal,
0428,lopunny,normal,fighting
0429,mismagius,ghost,
0430,honchkrow,dark,flying
0431,glameow,normal,
0432,purugly,normal,
0433,chingling,psychic,
0434,stunky,poison,dark
0435,skuntank,poison,dark
0436,bronzor,steel,psychic
0437,bronzong,steel,psychic
0438,bonsly,rock,
0439,mime,psychic,fairy
0440,happiny,normal,
0441,chatot,normal,flying
0442,spiritomb,ghost,dark
0443,gible,dragon,ground
0444,gabite,dragon,ground
0445,garchomp,dragon,ground
0445,garchomp,dragon,ground
0446,munchlax,normal,
0447,riolu,fighting,
0448,lucario,fighting,steel
0448,lucario,fighting,steel
0449,hippopotas,ground,
0450,hippowdon,ground,
0451,skorupi,poison,bug
0452,drapion,poison,dark
0453,croagunk,poison,fighting
0454,toxicroak,poison,fighting
0455,carnivine,grass,
0456,finneon,water,
0457,lumineon,water,
0458,mantyke,water,flying
0459,snover,grass,ice
0460,abomasnow,grass,ice
0460,abomasnow,grass,ice
0461,weavile,dark,ice
0462,magnezone,electric,steel
0463,lickilicky,normal,
0464,rhyperior,ground,rock
0465,tangrowth,grass,
0466,electivire,electric,
0467,magmortar,fire,
0468,togekiss,fairy,flying
0469,yanmega,bug,flying
0470,leafeon,grass,
0471,glaceon,ice,
0472,gliscor,ground,flying
0473,mamoswine,ice,ground
0474,porygon,normal,
0475,gallade,psychic,fighting
0475,gallade,psychic,fighting
0476,probopass,rock,steel
0477,dusknoir,ghost,
0478,froslass,ice,ghost
0479,rotom,electric,ghost
0479,rotom,electric,fire
0479,rotom,electric,water
0479,rotom,electric,ice
0479,rotom,electric,flying
0479,rotom,electric,grass
0480,uxie,psychic,
0481,mesprit,psychic,
0482,azelf,psychic,
0483,dialga,steel,dragon
0483,dialga,steel,dragon
0484,palkia,water,dragon
0484,palkia,water,dragon
0485,heatran,fire,steel
0486,regigigas,normal,
0487,giratina,ghost,dragon
0487,giratina,ghost,dragon
0488,cresselia,psychic,
0489,phione,water,
0490,manaphy,water,
0491,darkrai,dark,
0492,shaymin,grass,
0492,shaymin,grass,flying
0493,arceus,normal,
0494,victini,psychic,fire
0495,snivy,grass,
0496,servine,grass,
0497,serperior,grass,
0498,tepig,fire,
0499,pignite,fire,fighting
0500,emboar,fire,fighting
0501,oshawott,water,
0502,dewott,water,
0503,samurott,water,
0503,samurott,water,dark
0504,patrat,normal,
0505,watchog,normal,
0506,lillipup,normal,
0507,herdier,normal,
0508,stoutland,normal,
0509,purrloin,dark,
0510,liepard,dark,
0511,pansage,grass,
0512,simisage,grass,
0513,pansear,fire,
0514,simisear,fire,
0515,panpour,water,
0516,simipour,water,
0517,munna,psychic,
0518,musharna,psychic,
0519,pidove,normal,flying
0520,tranquill,normal,flying
0521,unfezant,normal,flying
0522,blitzle,electric,
0523,zebstrika,electric,
0524,roggenrola,rock,
0525,boldore,rock,
0526,gigalith,rock,
0527,woobat,psychic,flying
0528,swoobat,psychic,flying
0529,drilbur,ground,
0530,excadrill,ground,steel
0531,audino,normal,
0531,audino,normal,fairy
0532,timburr,fighting,
0533,gurdurr,fighting,
0534,conkeldurr,fighting,
0535,tympole,water,
0536,palpitoad,water,ground
0537,seismitoad,water,ground
0538,throh,fighting,
0539,sawk,fighting,
0540,sewaddle,bug,grass
0541,swadloon,bug,grass
0542,leavanny,bug,grass
0543,venipede,bug,poison
0544,whirlipede,bug,poison
0545,scolipede,bug,poison
0546,cottonee,grass,fairy
0547,whimsicott,grass,fairy
0548,petilil,grass,
0549,lilligant,grass,
0549,lilligant,grass,fighting
0550,basculin,water,
0550,basculin,water,
0550,basculin,water,
0551,sandile,ground,dark
0552,krokorok,ground,dark
0553,krookodile,ground,dark
0554,darumaka,fire,
0554,darumaka,ice,
0555,darmanitan,fire,
0555,darmanitan,fire,psychic
0555,darmanitan,ice,
0555,darmanitan,ice,fire
0556,maractus,grass,
0557,dwebble,bug,rock
0558,crustle,bug,rock
0559,scraggy,dark,fighting
0560,scrafty,dark,fighting
0561,sigilyph,psychic,flying
0562,yamask,ghost,
0562,yamask,ground,ghost
0563,cofagrigus,ghost,
0564,tirtouga,water,rock
0565,carracosta,water,rock
0566,archen,rock,flying
0567,archeops,rock,flying
0568,trubbish,poison,
0569,garbodor,poison,
0570,zorua,dark,
0570,zorua,normal,ghost
0571,zoroark,dark,
0571,zoroark,normal,ghost
0572,minccino,normal,
0573,cinccino,normal,
0574,gothita,psychic,
0575,gothorita,psychic,
0576,gothitelle,psychic,
0577,solosis,psychic,
0578,duosion,psychic,
0579,reuniclus,psychic,
0580,ducklett,water,flying
0581,swanna,water,flying
0582,vanillite,ice,
0583,vanillish,ice,
0584,vanilluxe,ice,
0585,deerling,normal,grass
0586,sawsbuck,normal,grass
0587,emolga,electric,flying
0588,karrablast,bug,
0589,escavalier,bug,steel
0590,foongus,grass,poison
0591,amoonguss,grass,poison
0592,frillish,water,ghost
0593,jellicent,water,ghost
0594,alomomola,water,
0595,joltik,bug,electric
0596,galvantula,bug,electric
0597,ferroseed,grass,steel
0598,ferrothorn,grass,steel
0599,klink,steel,
0600,klang,steel,
0601,klinklang,steel,
0602,tynamo,electric,
0603,eelektrik,electric,
0604,eelektross,electric,
0605,elgyem,psychic,
0606,beheeyem,psychic,
0607,litwick,ghost,fire
0608,lampent,ghost,fire
0609,chandelure,ghost,fire
0610,axew,dragon,
0611,fraxure,dragon,
0612,haxorus,dragon,
0613,cubchoo,ice,
0614,beartic,ice,
0615,cryogonal,ice,
0616,shelmet,bug,
0617,accelgor,bug,
0618,stunfisk,ground,electric
0618,stunfisk,ground,steel
0619,mienfoo,fighting,
0620,mienshao,fighting,
0621,druddigon,dragon,
0622,golett,ground,ghost
0623,golurk,ground,ghost
0624,pawniard,dark,steel
0625,bisharp,dark,steel
0626,bouffalant,normal,
0627,rufflet,normal,flying
0628,braviary,normal,flying
0628,braviary,psychic,flying
0629,vullaby,dark,flying
0630,mandibuzz,dark,flying
0631,heatmor,fire,
0632,durant,bug,steel
0633,deino,dark,dragon
0634,zweilous,dark,dragon
0635,hydreigon,dark,dragon
0636,larvesta,bug,fire
0637,volcarona,bug,fire
0638,cobalion,steel,fighting
0639,terrakion,rock,fighting
0640,virizion,grass,fighting
0641,tornadus,flying,
0641,tornadus,flying,
0642,thundurus,electric,flying
0642,thundurus,electric,flying
0643,reshiram,dragon,fire
0644,zekrom,dragon,electric
0645,landorus,ground,flying
0645,landorus,ground,flying
0646,kyurem,dragon,ice
0646,kyurem,dragon,ice
0646,kyurem,dragon,ice
0647,keldeo,water,fighting
0647,keldeo,water,fighting
0648,meloetta,normal,psychic
0648,meloetta,normal,fighting
0649,genesect,bug,steel
0650,chespin,grass,
0651,quilladin,grass,
0652,chesnaught,grass,fighting
0653,fennekin,fire,
0654,braixen,fire,
0655,delphox,fire,psychic
0656,froakie,water,
0657,frogadier,water,
0658,greninja,water,dark
0658,greninja,water,dark
0659,bunnelby,normal,
0660,diggersby,normal,ground
0661,fletchling,normal,flying
0662,fletchinder,fire,flying
0663,talonflame,fire,flying
0664,scatterbug,bug,
0665,spewpa,bug,
0666,vivillon,bug,flying
0667,litleo,fire,normal
0668,pyroar,fire,normal
0669,flabebe,fairy,
0670,floette,fairy,
0671,florges,fairy,
0672,skiddo,grass,
0673,gogoat,grass,
0674,pancham,fighting,
0675,pangoro,fighting,dark
0676,furfrou,normal,
0677,espurr,psychic,
0678,meowstic,psychic,
0678,meowstic,psychic,
0679,honedge,steel,ghost
0680,doublade,steel,ghost
0681,aegislash,steel,ghost
0681,aegislash,steel,ghost
0682,spritzee,fairy,
0683,aromatisse,fairy,
0684,swirlix,fairy,
0685,slurpuff,fairy,
0686,inkay,dark,psychic
0687,malamar,dark,psychic
0688,binacle,rock,water
0689,barbaracle,rock,water
0690,skrelp,poison,water
0691,dragalge,poison,dragon
0692,clauncher,water,
0693,clawitzer,water,
0694,helioptile,electric,normal
0695,heliolisk,electric,normal
0696,tyrunt,rock,dragon
0697,tyrantrum,rock,dragon
0698,amaura,rock,ice
0699,aurorus,rock,ice
0700,sylveon,fairy,
0701,hawlucha,fighting,flying
0702,dedenne,electric,fairy
0703,carbink,rock,fairy
0704,goomy,dragon,
0705,sliggoo,dragon,
0705,sliggoo,steel,dragon
0706,goodra,dragon,
0706,goodra,steel,dragon
0707,klefki,steel,fairy
0708,phantump,ghost,grass
0709,trevenant,ghost,grass
0710,pumpkaboo,ghost,grass
0710,pumpkaboo,ghost,grass
0710,pumpkaboo,ghost,grass
0710,pumpkaboo,ghost,grass
0711,gourgeist,ghost,grass
0711,gourgeist,ghost,grass
0711,gourgeist,ghost,grass
0711,gourgeist,ghost,grass
0712,bergmite,ice,
0713,avalugg,ice,
0713,avalugg,ice,rock
0714,noibat,flying,dragon
0715,noivern,flying,dragon
0716,xerneas,fairy,
0717,yveltal,dark,flying
0718,zygarde,dragon,ground
0718,zygarde,dragon,ground
0718,zygarde,dragon,ground
0719,diancie,rock,fairy
0719,diancie,rock,fairy
0720,hoopa,psychic,ghost
0720,hoopa,psychic,dark
0721,volcanion,fire,water
0722,rowlet,grass,flying
0723,dartrix,grass,flying
0724,decidueye,grass,ghost
0724,decidueye,grass,fighting
0725,litten,fire,
0726,torracat,fire,
0727,incineroar,fire,dark
0728,popplio,water,
0729,brionne,water,
0730,primarina,water,fairy
0731,pikipek,normal,flying
0732,trumbeak,normal,flying
0733,toucannon,normal,flying
0734,yungoos,normal,
0735,gumshoos,normal,
0736,grubbin,bug,
0737,charjabug,bug,electric
0738,vikavolt,bug,electric
0739,crabrawler,fighting,
0740,crabominable,fighting,ice
0741,oricorio,fire,flying
0741,oricorio,electric,flying
0741,oricorio,psychic,flying
0741,oricorio,ghost,flying
0742,cutiefly,bug,fairy
0743,ribombee,bug,fairy
0744,rockruff,rock,
0744,rockruff,rock,
0745,lycanroc,rock,
0745,lycanroc,rock,
0745,lycanroc,rock,
0746,wishiwashi,water,
0746,wishiwashi,water,
0747,mareanie,poison,water
0748,toxapex,poison,water
0749,mudbray,ground,
0750,mudsdale,ground,
0751,dewpider,water,bug
0752,araquanid,water,bug
0753,fomantis,grass,
0754,lurantis,grass,
0755,morelull,grass,fairy
0756,shiinotic,grass,fairy
0757,salandit,poison,fire
0758,salazzle,poison,fire
0759,stufful,normal,fighting
0760,bewear,normal,fighting
0761,bounsweet,grass,
0762,steenee,grass,
0763,tsareena,grass,
0764,comfey,fairy,
0765,oranguru,normal,psychic
0766,passimian,fighting,
0767,wimpod,bug,water
0768,golisopod,bug,water
0769,sandygast,ghost,ground
0770,palossand,ghost,ground
0771,pyukumuku,water,
0772,type,normal,
0773,silvally,normal,
0774,minior,rock,flying
0774,minior,rock,flying
0775,komala,normal,
0776,turtonator,fire,dragon
0777,togedemaru,electric,steel
0778,mimikyu,ghost,fairy
0779,bruxish,water,psychic
0780,drampa,normal,dragon
0781,dhelmise,ghost,grass
0782,jangmo,dragon,
0783,hakamo,dragon,fighting
0784,kommo,dragon,fighting
0785,tapu,electric,fairy
0786,tapu,psychic,fairy
0787,tapu,grass,fairy
0788,tapu,water,fairy
0789,cosmog,psychic,
0790,cosmoem,psychic,
0791,solgaleo,psychic,steel
0792,lunala,psychic,ghost
0793,nihilego,rock,poison
0794,buzzwole,bug,fighting
0795,pheromosa,bug,fighting
0796,xurkitree,electric,
0797,celesteela,steel,flying
0798,kartana,grass,steel
0799,guzzlord,dark,dragon
0800,necrozma,psychic,
0800,necrozma,psychic,steel
0800,necrozma,psychic,ghost
0800,necrozma,psychic,dragon
0801,magearna,steel,fairy
0802,marshadow,fighting,ghost
0803,poipole,poison,
0804,naganadel,poison,dragon
0805,stakataka,rock,steel
0806,blacephalon,fire,ghost
0807,zeraora,electric,
0808,meltan,steel,
0809,melmetal,steel,
0810,grookey,grass,
0811,thwackey,grass,
0812,rillaboom,grass,
0813,scorbunny,fire,
0814,raboot,fire,
0815,cinderace,fire,
0816,sobble,water,
0817,drizzile,water,
0818,inteleon,water,
0819,skwovet,normal,
0820,greedent,normal,
0821,rookidee,flying,
0822,corvisquire,flying,
0823,corviknight,flying,steel
0824,blipbug,bug,
0825,dottler,bug,psychic
0826,orbeetle,bug,psychic
0827,nickit,dark,
0828,thievul,dark,
0829,gossifleur,grass,
0830,eldegoss,grass,
0831,wooloo,normal,
0832,dubwool,normal,
0833,chewtle,water,
0834,drednaw,water,rock
0835,yamper,electric,
0836,boltund,electric,
0837,rolycoly,rock,
0838,carkol,rock,fire
0839,coalossal,rock,fire
0840,applin,grass,dragon
0841,flapple,grass,dragon
0842,appletun,grass,dragon
0843,silicobra,ground,
0844,sandaconda,ground,
0845,cramorant,flying,water
0846,arrokuda,water,
0847,barraskewda,water,
0848,toxel,electric,poison
0849,toxtricity,electric,poison
0849,toxtricity,electric,poison
0850,sizzlipede,fire,bug
0851,centiskorch,fire,bug
0852,clobbopus,fighting,
0853,grapploct,fighting,
0854,sinistea,ghost,
0855,polteageist,ghost,
0856,hatenna,psychic,
0857,hattrem,psychic,
0858,hatterene,psychic,fairy
0859,impidimp,dark,fairy
0860,morgrem,dark,fairy
0861,grimmsnarl,dark,fairy
0862,obstagoon,dark,normal
0863,perrserker,steel,
0864,cursola,ghost,
0865,sirfetchd,fighting,
0866,mr,ice,psychic
0867,runerigus,ground,ghost
0868,milcery,fairy,
0869,alcremie,fairy,
0870,falinks,fighting,
0871,pincurchin,electric,
0872,snom,ice,bug
0873,frosmoth,ice,bug
0874,stonjourner,rock,
0875,eiscue,ice,
0875,eiscue,ice,
0876,indeedee,psychic,normal
0876,indeedee,psychic,normal
0877,morpeko,electric,dark
0877,morpeko,electric,dark
0878,cufant,steel,
0879,copperajah,steel,
0880,dracozolt,electric,dragon
0881,arctozolt,electric,ice
0882,dracovish,water,dragon
0883,arctovish,water,ice
0884,duraludon,steel,dragon
0885,dreepy,dragon,ghost
0886,drakloak,dragon,ghost
0887,dragapult,dragon,ghost
0888,zacian,fairy,
0888,zacian,fairy,steel
0889,zamazenta,fighting,
0889,zamazenta,fighting,steel
0890,eternatus,poison,dragon
0890,eternatus,poison,dragon
0891,kubfu,fighting,
0892,urshifu,fighting,dark
0892,urshifu,fighting,water
0893,zarude,dark,grass
0894,regieleki,electric,
0895,regidrago,dragon,
0896,glastrier,ice,
0897,spectrier,ghost,
0898,calyrex,psychic,grass
0898,calyrex,psychic,ice
0898,calyrex,psychic,ghost
0899,wyrdeer,normal,psychic
0900,kleavor,bug,rock
